2019-01-24T14:00:29.795981000-0500	40.97.120.162	10.1.24.101		
2019-01-24T14:00:36.287290000-0500	200.6.104.225	10.1.24.101		
2019-01-24T14:00:36.289010000-0500	10.1.24.101	200.6.104.225	EHLO	10.11.29.85
2019-01-24T14:00:36.481571000-0500	200.6.104.225	10.1.24.101		
2019-01-24T14:00:36.483229000-0500	10.1.24.101	200.6.104.225	STAR	TLS
2019-01-24T14:00:36.680710000-0500	200.6.104.225	10.1.24.101		
2019-01-24T14:00:39.698124000-0500	200.6.104.225	10.1.24.101		
2019-01-24T14:00:40.106733000-0500	193.252.22.84	10.1.24.101		
2019-01-24T14:00:40.120954000-0500	10.1.24.101	193.252.22.84	EHLO	10.14.41.21
2019-01-24T14:00:40.280833000-0500	193.252.22.84	10.1.24.101		
2019-01-24T14:00:40.282904000-0500	10.1.24.101	193.252.22.84	AUTH	PLAIN AGxnLWVsZWN0cm9uaWNzLWZyYW5jZUBvcmFuZ2UuZnIASGlsb2dpc3RpY3M1
2019-01-24T14:00:41.505899000-0500	193.252.22.84	10.1.24.101		
2019-01-24T14:00:42.344755000-0500	108.167.189.16	10.1.24.101		
2019-01-24T14:00:42.348782000-0500	10.1.24.101	108.167.189.16	EHLO	10.11.24.107
2019-01-24T14:00:42.377975000-0500	108.167.189.16	10.1.24.101		
2019-01-24T14:00:42.379993000-0500	10.1.24.101	108.167.189.16	STAR	TLS
2019-01-24T14:00:42.419520000-0500	108.167.189.16	10.1.24.101		
2019-01-24T14:00:44.563832000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:44.581163000-0500	10.1.24.101	190.226.40.3	HELO	10.3.48.80
2019-01-24T14:00:44.764945000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:44.772146000-0500	10.1.24.101	190.226.40.3	AUTH	LOGIN
2019-01-24T14:00:44.954562000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:45.341283000-0500	10.1.24.101	190.226.40.3		
2019-01-24T14:00:45.527372000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:45.990655000-0500	10.1.24.101	190.226.40.3		
2019-01-24T14:00:46.177931000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:46.181511000-0500	10.1.24.101	190.226.40.3	MAIL	FROM: <facturaproveedor@elytel.arnetbiz.com.ar>
2019-01-24T14:00:46.388042000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:46.400958000-0500	10.1.24.101	190.226.40.3	RCPT	TO: <info@manonboyernotaire.ca>
2019-01-24T14:00:46.587485000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:46.600924000-0500	10.1.24.101	190.226.40.3	DATA	
2019-01-24T14:00:46.965961000-0500	192.185.79.41	10.1.24.101		
2019-01-24T14:00:46.967876000-0500	10.1.24.101	192.185.79.41	EHLO	10.13.30.114
2019-01-24T14:00:47.059898000-0500	192.185.79.41	10.1.24.101		
2019-01-24T14:00:47.061629000-0500	10.1.24.101	192.185.79.41	STAR	TLS
2019-01-24T14:00:47.106582000-0500	190.226.40.3	10.1.24.101		
2019-01-24T14:00:47.155706000-0500	192.185.79.41	10.1.24.101		
2019-01-24T14:00:53.916809000-0500	108.167.189.16	10.1.24.101		
2019-01-24T14:06:10.570381000-0500	46.16.58.148	10.1.24.101		
2019-01-24T14:06:10.585529000-0500	10.1.24.101	46.16.58.148	EHLO	10.5.0.62
2019-01-24T14:06:10.782136000-0500	46.16.58.148	10.1.24.101		
2019-01-24T14:06:10.783996000-0500	10.1.24.101	46.16.58.148	STAR	TLS
2019-01-24T14:06:10.985511000-0500	46.16.58.148	10.1.24.101		
2019-01-24T14:06:14.667014000-0500	174.136.29.121	10.1.24.101		
2019-01-24T14:06:14.668731000-0500	10.1.24.101	174.136.29.121	EHLO	10.15.18.81
2019-01-24T14:06:14.692286000-0500	174.136.29.121	10.1.24.101		
2019-01-24T14:06:14.693950000-0500	10.1.24.101	174.136.29.121	STAR	TLS
2019-01-24T14:06:14.713179000-0500	174.136.29.121	10.1.24.101		
2019-01-24T14:06:16.509547000-0500	174.136.29.121	10.1.24.101		
2019-01-24T14:06:28.413741000-0500	184.106.54.10	10.1.24.101		
2019-01-24T14:06:28.415323000-0500	10.1.24.101	184.106.54.10	EHLO	10.0.8.121
2019-01-24T14:06:28.416927000-0500	23.229.189.137	10.1.24.101		
2019-01-24T14:06:28.418641000-0500	10.1.24.101	23.229.189.137	EHLO	10.11.37.52
2019-01-24T14:06:28.503825000-0500	184.106.54.10	10.1.24.101		
2019-01-24T14:06:28.505623000-0500	10.1.24.101	184.106.54.10	STAR	TLS
2019-01-24T14:06:28.536719000-0500	23.229.189.137	10.1.24.101		
2019-01-24T14:06:28.538449000-0500	10.1.24.101	23.229.189.137	STAR	TLS
2019-01-24T14:06:28.598902000-0500	184.106.54.10	10.1.24.101		
2019-01-24T14:06:28.666927000-0500	23.229.189.137	10.1.24.101		
2019-01-24T14:06:30.702174000-0500	23.229.189.137	10.1.24.101		
2019-01-24T14:06:30.842072000-0500	40.97.121.18	10.1.24.101		
2019-01-24T14:06:30.844155000-0500	10.1.24.101	40.97.121.18	EHLO	10.3.13.50
2019-01-24T14:06:30.925161000-0500	40.97.121.18	10.1.24.101		
2019-01-24T14:06:30.927788000-0500	10.1.24.101	40.97.121.18	STAR	TLS
2019-01-24T14:06:31.014487000-0500	40.97.121.18	10.1.24.101		
2019-01-24T14:06:32.975233000-0500	216.40.42.170	10.1.24.101		
2019-01-24T14:06:32.995171000-0500	10.1.24.101	216.40.42.170	EHLO	10.5.30.126
2019-01-24T14:06:33.139925000-0500	216.40.42.170	10.1.24.101		
2019-01-24T14:06:33.141652000-0500	10.1.24.101	216.40.42.170	STAR	TLS
2019-01-24T14:06:33.237919000-0500	216.40.42.170	10.1.24.101		
2019-01-24T14:06:37.317450000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:37.318786000-0500	10.1.24.101	212.227.15.167	EHLO	10.8.60.120
2019-01-24T14:06:37.495207000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:37.496909000-0500	10.1.24.101	212.227.15.167	STAR	TLS
2019-01-24T14:06:37.677388000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:38.785181000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:38.786527000-0500	10.1.24.101	212.227.15.167	EHLO	10.13.14.127
2019-01-24T14:06:38.959045000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:38.960686000-0500	10.1.24.101	212.227.15.167	STAR	TLS
2019-01-24T14:06:39.136184000-0500	212.227.15.167	10.1.24.101		
2019-01-24T14:06:39.786911000-0500	131.111.8.158	10.1.24.101		
2019-01-24T14:06:39.788444000-0500	10.1.24.101	131.111.8.158	EHLO	10.3.35.43
2019-01-24T14:06:39.981922000-0500	131.111.8.158	10.1.24.101		
2019-01-24T14:06:39.983495000-0500	10.1.24.101	131.111.8.158	STAR	TLS
2019-01-24T14:06:40.132202000-0500	69.67.54.179	10.1.24.101		
2019-01-24T14:06:40.145561000-0500	10.1.24.101	69.67.54.179	HELO	10.0.11.105
2019-01-24T14:06:40.174182000-0500	131.111.8.158	10.1.24.101		
2019-01-24T14:06:40.227222000-0500	69.67.54.179	10.1.24.101		
2019-01-24T14:06:40.228513000-0500	10.1.24.101	69.67.54.179	AUTH	LOGIN
2019-01-24T14:06:40.311879000-0500	69.67.54.179	10.1.24.101		
2019-01-24T14:06:40.726824000-0500	69.67.54.179	10.1.24.101		
2019-01-24T14:06:41.044894000-0500	10.1.24.101	69.67.54.179		
2019-01-24T14:06:41.131890000-0500	69.67.54.179	10.1.24.101		
2019-01-24T14:06:41.184147000-0500	131.111.8.158	10.1.24.101		
2019-01-24T14:06:48.191469000-0500	190.61.250.140	10.1.24.101		
2019-01-24T14:06:48.193129000-0500	10.1.24.101	190.61.250.140	EHLO	10.2.9.76
2019-01-24T14:06:48.204642000-0500	69.28.91.207	10.1.24.101		
2019-01-24T14:06:48.206274000-0500	10.1.24.101	69.28.91.207	EHLO	10.15.21.51
2019-01-24T14:06:48.246652000-0500	190.61.250.140	10.1.24.101		
2019-01-24T14:06:48.248208000-0500	10.1.24.101	190.61.250.140	STAR	TLS
2019-01-24T14:06:48.290104000-0500	69.28.91.207	10.1.24.101		
2019-01-24T14:06:48.291971000-0500	10.1.24.101	69.28.91.207	STAR	TLS
2019-01-24T14:06:48.308068000-0500	190.61.250.140	10.1.24.101		
2019-01-24T14:06:48.378886000-0500	69.28.91.207	10.1.24.101		
2019-01-24T14:06:49.854445000-0500	190.61.250.140	10.1.24.101		
2019-01-24T14:06:50.037847000-0500	69.28.91.207	10.1.24.101		
2019-01-24T14:06:52.438431000-0500	200.26.189.11	10.1.24.101		
2019-01-24T14:06:52.440162000-0500	10.1.24.101	200.26.189.11	EHLO	10.5.47.101
2019-01-24T14:06:52.616078000-0500	200.26.189.11	10.1.24.101		
2019-01-24T14:06:52.617820000-0500	10.1.24.101	200.26.189.11	STAR	TLS
2019-01-24T14:06:52.810590000-0500	200.26.189.11	10.1.24.101		
2019-01-24T14:06:55.384454000-0500	200.26.189.11	10.1.24.101		
2019-01-24T14:06:57.207272000-0500	74.125.133.108	10.1.24.101		
2019-01-24T14:06:57.208589000-0500	10.1.24.101	74.125.133.108	EHLO	10.12.26.80
2019-01-24T14:06:57.350856000-0500	74.125.133.108	10.1.24.101		
2019-01-24T14:06:57.352644000-0500	10.1.24.101	74.125.133.108	STAR	TLS
2019-01-24T14:06:57.485574000-0500	74.125.133.108	10.1.24.101		
2019-01-24T14:07:08.326505000-0500	136.179.15.232	10.1.24.101		
2019-01-24T14:07:08.328228000-0500	10.1.24.101	136.179.15.232	EHLO	10.3.39.87
2019-01-24T14:07:08.468660000-0500	136.179.15.232	10.1.24.101		
2019-01-24T14:07:08.470308000-0500	10.1.24.101	136.179.15.232	STAR	TLS
2019-01-24T14:07:08.587304000-0500	136.179.15.232	10.1.24.101		
2019-01-24T14:07:08.720939000-0500	136.179.15.232	10.1.24.101		
2019-01-24T14:07:10.344392000-0500	158.69.126.163	10.1.24.101		
2019-01-24T14:07:10.346106000-0500	10.1.24.101	158.69.126.163	EHLO	10.5.55.122
2019-01-24T14:07:10.441322000-0500	158.69.126.163	10.1.24.101		
2019-01-24T14:07:10.442997000-0500	10.1.24.101	158.69.126.163	STAR	TLS
2019-01-24T14:07:10.537318000-0500	158.69.126.163	10.1.24.101		
2019-01-24T14:07:10.894807000-0500	136.179.15.232	10.1.24.101		
2019-01-24T14:07:13.109546000-0500	158.69.126.163	10.1.24.101		
2019-01-24T14:08:20.881822000-0500	196.25.211.150	10.1.24.101		
2019-01-24T14:22:26.875354000-0500	98.136.96.80	10.1.24.101		
2019-01-24T14:22:26.890881000-0500	10.1.24.101	98.136.96.80	EHLO	10.9.11.37
2019-01-24T14:22:26.963961000-0500	98.136.96.80	10.1.24.101		
2019-01-24T14:22:26.965790000-0500	10.1.24.101	98.136.96.80	STAR	TLS
2019-01-24T14:22:27.043504000-0500	98.136.96.80	10.1.24.101		
2019-01-24T14:22:27.775226000-0500	198.23.53.42	10.1.24.101		
2019-01-24T14:22:27.789521000-0500	10.1.24.101	198.23.53.42	EHLO	10.6.46.57
2019-01-24T14:22:27.878250000-0500	198.23.53.42	10.1.24.101		
2019-01-24T14:22:27.879935000-0500	10.1.24.101	198.23.53.42	STAR	TLS
2019-01-24T14:22:27.988120000-0500	198.23.53.42	10.1.24.101		
2019-01-24T14:22:28.464718000-0500	198.23.53.42	10.1.24.101		
2019-01-24T14:22:29.768278000-0500	40.97.121.2	10.1.24.101		
2019-01-24T14:22:29.769760000-0500	10.1.24.101	40.97.121.2	EHLO	10.11.30.43
2019-01-24T14:22:29.796475000-0500	40.97.121.2	10.1.24.101		
2019-01-24T14:22:29.797983000-0500	10.1.24.101	40.97.121.2	STAR	TLS
2019-01-24T14:22:29.829235000-0500	40.97.121.2	10.1.24.101		
2019-01-24T14:22:30.891578000-0500	40.97.196.2	10.1.24.101		
2019-01-24T14:22:30.893064000-0500	10.1.24.101	40.97.196.2	EHLO	10.3.55.113
2019-01-24T14:22:30.923118000-0500	40.97.196.2	10.1.24.101		
2019-01-24T14:22:30.924895000-0500	10.1.24.101	40.97.196.2	STAR	TLS
2019-01-24T14:22:30.960634000-0500	40.97.196.2	10.1.24.101		
2019-01-24T14:22:35.780959000-0500	40.97.120.178	10.1.24.101		
2019-01-24T14:22:35.782446000-0500	10.1.24.101	40.97.120.178	EHLO	10.8.12.26
2019-01-24T14:22:35.807171000-0500	40.97.120.178	10.1.24.101		
2019-01-24T14:22:35.809636000-0500	10.1.24.101	40.97.120.178	STAR	TLS
2019-01-24T14:22:35.840893000-0500	40.97.120.178	10.1.24.101		
2019-01-24T14:22:41.928734000-0500	108.179.232.89	10.1.24.101		
2019-01-24T14:22:41.968771000-0500	10.1.24.101	108.179.232.89	EHLO	10.13.42.124
2019-01-24T14:22:41.996885000-0500	108.179.232.89	10.1.24.101		
2019-01-24T14:22:41.998547000-0500	10.1.24.101	108.179.232.89	STAR	TLS
2019-01-24T14:22:42.030809000-0500	108.179.232.89	10.1.24.101		
2019-01-24T14:22:43.867115000-0500	108.179.232.89	10.1.24.101		
2019-01-24T14:22:44.869544000-0500	190.210.196.57	10.1.24.101		
2019-01-24T14:22:44.870869000-0500	10.1.24.101	190.210.196.57	EHLO	10.1.54.61
2019-01-24T14:22:45.057754000-0500	190.210.196.57	10.1.24.101		
2019-01-24T14:22:45.060025000-0500	10.1.24.101	190.210.196.57	STAR	TLS
2019-01-24T14:22:45.249266000-0500	190.210.196.57	10.1.24.101		
2019-01-24T14:22:46.956358000-0500	64.26.60.230	10.1.24.101		
2019-01-24T14:22:46.969216000-0500	10.1.24.101	64.26.60.230	EHLO	10.2.41.20
2019-01-24T14:22:47.020680000-0500	72.167.238.29	10.1.24.101		
2019-01-24T14:22:47.028917000-0500	64.26.60.230	10.1.24.101		
2019-01-24T14:22:47.030911000-0500	10.1.24.101	64.26.60.230	STAR	TLS
2019-01-24T14:22:47.051616000-0500	63.143.35.242	10.1.24.101		
2019-01-24T14:22:47.053283000-0500	10.1.24.101	63.143.35.242	EHLO	10.14.29.96
2019-01-24T14:22:47.085707000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.089878000-0500	64.26.60.230	10.1.24.101		
2019-01-24T14:22:47.101722000-0500	10.1.24.101	64.98.36.5	EHLO	10.15.37.32
2019-01-24T14:22:47.137793000-0500	63.143.35.242	10.1.24.101		
2019-01-24T14:22:47.139411000-0500	10.1.24.101	63.143.35.242	STAR	TLS
2019-01-24T14:22:47.227837000-0500	63.143.35.242	10.1.24.101		
2019-01-24T14:22:47.233062000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.234695000-0500	10.1.24.101	64.98.36.5	AUTH	PLAIN AG1vbml0b3Jlb0Bjb2x1bWJhc2VndXJpZGFkLmNvbS5teABtb25pdG9yZW83Nw==
2019-01-24T14:22:47.330479000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.349223000-0500	10.1.24.101	64.98.36.5	MAIL	FROM: <monitoreo@columbaseguridad.com.mx>
2019-01-24T14:22:47.422089000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.439127000-0500	10.1.24.101	64.98.36.5	RCPT	TO: <info@mandys.ca>
2019-01-24T14:22:47.587378000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.599120000-0500	10.1.24.101	64.98.36.5	DATA	
2019-01-24T14:22:47.617968000-0500	66.60.129.37	10.1.24.101		
2019-01-24T14:22:47.639201000-0500	10.1.24.101	66.60.129.37	EHLO	10.15.5.66
2019-01-24T14:22:47.679150000-0500	64.98.36.5	10.1.24.101		
2019-01-24T14:22:47.690012000-0500	10.1.24.101	64.98.36.5		
2019-01-24T14:22:47.768540000-0500	66.60.129.37	10.1.24.101		
2019-01-24T14:22:47.770430000-0500	10.1.24.101	66.60.129.37	STAR	TLS
2019-01-24T14:22:47.789592000-0500	10.1.24.101	64.98.36.5		
2019-01-24T14:22:47.882481000-0500	63.143.35.242	10.1.24.101		
2019-01-24T14:22:47.898429000-0500	66.60.129.37	10.1.24.101		
2019-01-24T14:22:51.179375000-0500	174.142.221.73	10.1.24.101		
2019-01-24T14:22:51.181080000-0500	10.1.24.101	174.142.221.73	EHLO	10.12.32.101
2019-01-24T14:22:51.243444000-0500	174.142.221.73	10.1.24.101		
2019-01-24T14:22:51.246391000-0500	10.1.24.101	174.142.221.73	STAR	TLS
2019-01-24T14:22:51.323306000-0500	174.142.221.73	10.1.24.101		
2019-01-24T14:22:53.936101000-0500	174.142.221.73	10.1.24.101		
2019-01-24T14:22:54.179837000-0500	66.97.230.6	10.1.24.101		
2019-01-24T14:22:54.181181000-0500	10.1.24.101	66.97.230.6	EHLO	10.9.54.9
2019-01-24T14:22:54.291599000-0500	66.97.230.6	10.1.24.101		
2019-01-24T14:22:54.293386000-0500	10.1.24.101	66.97.230.6	AUTH	LOGIN
2019-01-24T14:22:54.401318000-0500	66.97.230.6	10.1.24.101		
2019-01-24T14:22:54.598935000-0500	10.1.24.101	66.97.230.6		
2019-01-24T14:22:54.709862000-0500	66.97.230.6	10.1.24.101		
2019-01-24T14:22:54.899013000-0500	10.1.24.101	66.97.230.6		
2019-01-24T14:22:55.025910000-0500	66.97.230.6	10.1.24.101		
2019-01-24T14:23:05.128693000-0500	81.169.145.133	10.1.24.101		
2019-01-24T14:23:05.149018000-0500	10.1.24.101	81.169.145.133	EHLO	10.10.19.28
2019-01-24T14:23:05.338962000-0500	81.169.145.133	10.1.24.101		
2019-01-24T14:23:05.340957000-0500	10.1.24.101	81.169.145.133	STAR	TLS
2019-01-24T14:23:05.528376000-0500	81.169.145.133	10.1.24.101		
2019-01-24T14:23:05.944429000-0500	62.75.245.167	10.1.24.101		
2019-01-24T14:23:05.960565000-0500	10.1.24.101	62.75.245.167	EHLO	10.14.45.53
2019-01-24T14:23:06.127490000-0500	62.75.245.167	10.1.24.101		
2019-01-24T14:23:06.129383000-0500	10.1.24.101	62.75.245.167	STAR	TLS
2019-01-24T14:23:06.292659000-0500	62.75.245.167	10.1.24.101		
2019-01-24T14:23:09.356095000-0500	40.97.196.210	10.1.24.101		
2019-01-24T14:23:09.359158000-0500	10.1.24.101	40.97.196.210	EHLO	10.6.24.105
2019-01-24T14:23:09.450392000-0500	40.97.196.210	10.1.24.101		
2019-01-24T14:23:09.452102000-0500	10.1.24.101	40.97.196.210	STAR	TLS
2019-01-24T14:23:09.544940000-0500	40.97.196.210	10.1.24.101		
2019-01-24T14:23:16.014760000-0500	66.96.130.1	10.1.24.101		
2019-01-24T14:23:16.016076000-0500	10.1.24.101	66.96.130.1	EHLO	10.12.7.81
2019-01-24T14:23:16.031737000-0500	143.95.159.109	10.1.24.101		
2019-01-24T14:23:16.033443000-0500	10.1.24.101	143.95.159.109	EHLO	10.11.53.36
2019-01-24T14:23:16.084012000-0500	66.96.130.1	10.1.24.101		
2019-01-24T14:23:16.085922000-0500	10.1.24.101	66.96.130.1	STAR	TLS
2019-01-24T14:23:16.116029000-0500	143.95.159.109	10.1.24.101		
2019-01-24T14:23:16.117714000-0500	10.1.24.101	143.95.159.109	STAR	TLS
2019-01-24T14:23:16.150362000-0500	66.96.130.1	10.1.24.101		
2019-01-24T14:23:16.208507000-0500	143.95.159.109	10.1.24.101		
2019-01-24T14:23:16.687838000-0500	143.95.159.109	10.1.24.101		
2019-01-24T14:23:18.576088000-0500	66.96.130.1	10.1.24.101		
2019-01-24T14:23:27.229344000-0500	65.99.225.81	10.1.24.101		
2019-01-24T14:23:27.231073000-0500	10.1.24.101	65.99.225.81	EHLO	10.4.35.14
2019-01-24T14:23:27.321766000-0500	65.99.225.81	10.1.24.101		
2019-01-24T14:23:27.323755000-0500	10.1.24.101	65.99.225.81	STAR	TLS
2019-01-24T14:23:27.421223000-0500	65.99.225.81	10.1.24.101		
2019-01-24T14:23:30.238326000-0500	65.99.225.81	10.1.24.101		
2019-01-24T14:25:02.856617000-0500	67.195.228.95	10.1.24.101		
2019-01-24T14:25:02.876981000-0500	10.1.24.101	67.195.228.95	EHLO	10.2.59.80
2019-01-24T14:25:02.960354000-0500	67.195.228.95	10.1.24.101		
2019-01-24T14:25:02.962121000-0500	10.1.24.101	67.195.228.95	STAR	TLS
2019-01-24T14:25:03.045501000-0500	67.195.228.95	10.1.24.101		
2019-01-24T14:25:03.277805000-0500	64.233.167.108	10.1.24.101		
2019-01-24T14:25:03.279081000-0500	10.1.24.101	64.233.167.108	EHLO	10.7.17.96
2019-01-24T14:25:03.448821000-0500	64.233.167.108	10.1.24.101		
2019-01-24T14:25:03.450633000-0500	10.1.24.101	64.233.167.108	STAR	TLS
2019-01-24T14:25:03.615612000-0500	64.233.167.108	10.1.24.101		
2019-01-24T14:25:03.653293000-0500	192.252.144.63	10.1.24.101		
2019-01-24T14:25:03.667111000-0500	10.1.24.101	192.252.144.63	HELO	10.2.30.58
2019-01-24T14:25:03.763234000-0500	192.252.144.63	10.1.24.101		
2019-01-24T14:25:03.776939000-0500	10.1.24.101	192.252.144.63	AUTH	LOGIN
2019-01-24T14:25:03.874453000-0500	192.252.144.63	10.1.24.101		
2019-01-24T14:25:04.827380000-0500	200.75.4.154	10.1.24.101		
2019-01-24T14:25:04.828644000-0500	10.1.24.101	200.75.4.154	EHLO	10.13.9.32
2019-01-24T14:25:05.039923000-0500	200.75.4.154	10.1.24.101		
2019-01-24T14:25:05.043866000-0500	10.1.24.101	200.75.4.154	STAR	TLS
2019-01-24T14:25:05.244886000-0500	200.75.4.154	10.1.24.101		
2019-01-24T14:25:08.849584000-0500	193.41.190.42	10.1.24.101		
2019-01-24T14:25:08.867143000-0500	10.1.24.101	193.41.190.42	EHLO	10.6.23.76
2019-01-24T14:25:09.072268000-0500	193.41.190.42	10.1.24.101		
2019-01-24T14:25:09.074124000-0500	10.1.24.101	193.41.190.42	STAR	TLS
2019-01-24T14:25:09.274801000-0500	193.41.190.42	10.1.24.101		
2019-01-24T14:25:12.450620000-0500	54.37.122.168	10.1.24.101		
